x_pw,y_pw,z_pw,x_nw,y_nw,z_nw
-5362.333496,613.6948242,-188.3273163,0,0.960979998,0.276617944
-5354,613.5545044,-194.6395264,1,0,0
-5370.666504,613.1323242,-187.4281006,0,0.669169545,0.743109822
-5362.333496,614,-194.4625092,0,1,0
-5370.666504,614,-191.9250031,0,1,0
-5370.666504,613.8474121,-188.8574066,0,0.960979998,0.276617944
-5362.333496,613.7070923,-197.7071075,0,0.923882365,-0.382676542
-5362.333496,612.4142456,-199.4142303,0,0.38267988,-0.923881054
-5370.666504,613.4142456,-198.4142303,0,0.923882365,-0.382676542
-5362.333496,515.8739624,-200,0,0,-1
-5370.666504,611.7070923,-199.7071075,0,0.38267988,-0.923881054
-5354,323.3592834,-66.66666412,1,0,0
-5362.333496,324.4906006,-199.5572052,0,-0.364468962,-0.931215584
-5354,324.4906006,66.22387695,1,0,0
-5370.666504,420.7479553,-200,0,0,-1
-5354,321.167572,-66.22386932,1,0,0
-5362.333496,321.6977539,-197.5785065,0,-0.899749577,-0.436406642
-5354,321.6977539,65.13076019,1,0,0
-5370.666504,323.3592529,-199.1144257,0,-0.364468962,-0.931215584
-5354,316.7588806,-65.13076019,1,0,0
-5362.333496,318.6981201,-170.751709,0,-0.996917367,-0.078458868
-5354,318.6981201,40.4901886,1,0,0
-5370.666504,321.167572,-196.4853973,0,-0.899749577,-0.436406642
-5354,308.0883789,-40.49018478,1,0,0
-5362.333496,311.4539795,-113.6149902,0,-0.919189513,-0.393815368
-5354,311.4539795,32.63462067,1,0,0
-5370.666504,316.7588806,-146.1111298,0,-0.996917367,-0.078458868
-5354,289.8351135,-32.63461685,1,0,0
-5362.333496,297.2789307,-93.70541382,0,-0.491265476,-0.871009827
-5354,297.2789307,28.43617249,1,0,0
-5370.666504,308.0883789,-105.7594223,0,-0.919189513,-0.393815368
-5354,246.1304474,-73.43618011,1,0,0
-5362.333496,264.2608948,-81.8723526,0,-0.186210334,-0.982509851
-5354,263.4509583,-58.4361763,1,0,0
-5354,280.7714539,-28.43617439,1,0,0
-5354,281.5813904,10,1,0,0
-5370.666504,289.8351135,-89.50696564,0,-0.491265476,-0.871009827
-5362.333496,228,-70,0,-1,0
-5370.666504,246.1304474,-78.43618011,0,-0.186210334,-0.982509851
-5362.333496,245.3205109,-50,0,-0.50000006,0.866025388
-5370.666504,228,-65,0,-1,0
-5362.333496,279.9615173,-10,0,-1,0
-5370.666504,262.6410217,-40,0,-0.50000006,0.866025388
-5354,245.3205109,55,1,0,0
-5362.333496,262.6410217,40,0,-0.50000006,-0.866025388
-5354,263.4509583,63.4361763,1,0,0
-5370.666504,279.9615173,10,0,-1,0
-5362.333496,228,65,0,-1,0
-5370.666504,245.3205109,50,0,-0.50000006,-0.866025388
-5362.333496,246.1304474,78.43618011,0,-0.186210334,0.982509851
-5370.666504,228,70,0,-1,0
-5362.333496,289.8351135,89.50696564,0,-0.491265476,0.871009827
-5370.666504,264.2608948,81.8723526,0,-0.186210334,0.982509851
-5362.333496,308.0883789,105.7594223,0,-0.919189513,0.393815368
-5370.666504,297.2789307,93.70540619,0,-0.491265476,0.871009827
-5362.333496,316.7588806,146.1111298,0,-0.996917367,0.078458868
-5370.666504,311.4539795,113.6149902,0,-0.919189513,0.393815368
-5362.333496,321.167572,196.4853973,0,-0.899749577,0.436406642
-5370.666504,318.6981201,170.751709,0,-0.996917367,0.078458868
-5362.333496,323.3592834,199.1144257,0,-0.364468962,0.931215584
-5370.666504,321.6977539,197.5785065,0,-0.899749577,0.436406642
-5354,513.9817505,192.6270294,1,0,0
-5362.333496,420.7479553,200,0,0,1
-5370.666504,324.4906006,199.5572052,0,-0.364468962,0.931215584
-5354,612.1445923,195.2703857,1,0,0
-5362.333496,611.7070923,199.7071075,0,0.38267988,0.923881054
-5354,609.5452271,188.1903076,1,0,0
-5370.666504,515.8739624,200,0,0,1
-5354,613.7070923,195.1696167,1,0,0
-5362.333496,613.4142456,198.4142303,0,0.923882365,0.382676542
-5354,613.5545044,192.102005,1,0,0
-5354,612.9920044,191.2028046,1,0,0
-5370.666504,612.4142456,199.4142303,0,0.38267988,0.923881054
-5362.333496,614,191.9250031,0,1,0
-5370.666504,614,194.4625092,0,1,0
-5370.666504,613.7070923,197.7071075,0,0.923882365,0.382676542
-5362.333496,613.8474121,188.8574066,0,0.960979998,-0.276617944
-5362.333496,613.1323242,187.4280853,0,0.669169545,-0.743109822
-5370.666504,613.6948242,188.3273163,0,0.960979998,-0.276617944
-5362.333496,609.9827271,183.7535858,0,0.783367813,-0.621558368
-5370.666504,612.7224121,187.05896,0,0.669169545,-0.743109822
-5362.333496,606.161499,174.2181549,0,0.974799514,0.223082647
-5370.666504,607.6530151,180.817337,0,0.783367813,-0.621558368
-5362.333496,611.2253418,165.2615509,0,0.433781445,0.901018083
-5370.666504,606.9997559,170.5552521,0,0.974799514,0.223082647
-5362.333496,621.3873291,163.6307831,0,-0.433781445,0.901018083
-5370.666504,614.6126709,163.6307831,0,0.433781445,0.901018083
-5362.333496,629.0002441,170.5552521,0,-0.974799514,0.223082647
-5370.666504,624.7746582,165.2615509,0,-0.433781445,0.901018083
-5354,626.4547729,188.1903076,1,0,0
-5362.333496,628.3469849,180.8173218,0,-0.783367813,-0.621558368
-5370.666504,629.838501,174.2181549,0,-0.974799514,0.223082647
-5354,623.0079956,191.202774,1,0,0
-5362.333496,623.2775879,187.05896,0,-0.669169545,-0.743109822
-5354,623.8554077,195.2703857,1,0,0
-5370.666504,626.0172729,183.7535858,0,-0.783367813,-0.621558368
-5354,622.1525879,191.3948975,1,0,0
-5362.333496,622.3051758,188.3273163,0,-0.960979998,-0.276617944
-5354,622.4454956,194.6395264,1,0,0
-5370.666504,622.8676758,187.4281006,0,-0.669169545,-0.743109822
-5362.333496,622,194.4625092,0,-1,0
-5370.666504,622,191.9250031,0,-1,0
-5370.666504,622.1525879,188.8574066,0,-0.960979998,-0.276617944
-5362.333496,622.2929077,197.7071075,0,-0.923882365,0.382676542
-5362.333496,623.5857544,199.4142303,0,-0.38267988,0.923881054
-5370.666504,622.5857544,198.4142303,0,-0.923882365,0.382676542
-5354,767.1077271,192.6270294,1,0,0
-5362.333496,697,200,0,0,1
-5370.666504,624.2929077,199.7071075,0,-0.38267988,0.923881054
-5354,842.1445923,195.2703857,1,0,0
-5362.333496,841.7070923,199.7071075,0,0.38267988,0.923881054
-5354,839.5452271,188.1903076,1,0,0
-5370.666504,769,200,0,0,1
-5354,843.7070923,195.1696167,1,0,0
-5362.333496,843.4142456,198.4142303,0,0.923882365,0.382676542
-5354,843.5545044,192.102005,1,0,0
-5354,842.9920044,191.2028046,1,0,0
-5370.666504,842.4142456,199.4142303,0,0.38267988,0.923881054
-5362.333496,844,191.9250031,0,1,0
-5370.666504,844,194.4625092,0,1,0
-5370.666504,843.7070923,197.7071075,0,0.923882365,0.382676542
-5362.333496,843.8474121,188.8574066,0,0.960979998,-0.276617944
-5362.333496,843.1323242,187.4280853,0,0.669169545,-0.743109822
-5370.666504,843.6948242,188.3273163,0,0.960979998,-0.276617944
-5362.333496,839.9827271,183.7535858,0,0.783367813,-0.621558368
-5370.666504,842.7224121,187.05896,0,0.669169545,-0.743109822
-5362.333496,836.161438,174.2181549,0,0.974799514,0.223082647
-5370.666504,837.6530151,180.817337,0,0.783367813,-0.621558368
-5362.333496,841.2253418,165.2615509,0,0.433781445,0.901018083
-5370.666504,836.9997559,170.5552521,0,0.974799514,0.223082647
-5362.333496,851.3873901,163.6307831,0,-0.433781445,0.901018083
-5370.666504,844.6126099,163.6307831,0,0.433781445,0.901018083
-5362.333496,859.0002441,170.5552521,0,-0.974799514,0.223082647
-5370.666504,854.7746582,165.2615509,0,-0.433781445,0.901018083
-5354,856.4547729,188.1903076,1,0,0
-5362.333496,858.3469849,180.8173218,0,-0.783367813,-0.621558368
-5370.666504,859.838562,174.2181549,0,-0.974799514,0.223082647
-5354,853.0079956,191.202774,1,0,0
-5362.333496,853.2775879,187.05896,0,-0.669169545,-0.743109822
-5354,853.8554077,195.2703857,1,0,0
-5370.666504,856.0172729,183.7535858,0,-0.783367813,-0.621558368
-5354,852.1525879,191.3948975,1,0,0
-5362.333496,852.3051758,188.3273163,0,-0.960979998,-0.276617944
-5354,852.4454956,194.6395264,1,0,0
-5370.666504,852.8676758,187.4281006,0,-0.669169545,-0.743109822
-5362.333496,852,194.4625092,0,-1,0
-5370.666504,852,191.9250031,0,-1,0
-5370.666504,852.1525879,188.8574066,0,-0.960979998,-0.276617944
-5362.333496,852.2929077,197.7071075,0,-0.923882365,0.382676542
-5362.333496,853.5857544,199.4142303,0,-0.38267988,0.923881054
-5370.666504,852.5857544,198.4142303,0,-0.923882365,0.382676542
-5354,997.1077271,192.6270294,1,0,0
-5362.333496,927,200,0,0,1
-5370.666504,854.2929077,199.7071075,0,-0.38267988,0.923881054
-5354,1072.144653,195.2703857,1,0,0
-5362.333496,1071.707153,199.7071075,0,0.38267988,0.923881054
-5354,1069.545288,188.1903076,1,0,0
-5370.666504,999,200,0,0,1
-5354,1073.707153,195.1696167,1,0,0
-5362.333496,1073.414185,198.4142303,0,0.923882365,0.382676542
-5354,1073.554565,192.102005,1,0,0
-5354,1072.992065,191.2028046,1,0,0
-5370.666504,1072.414185,199.4142303,0,0.38267988,0.923881054
-5362.333496,1074,191.9250031,0,1,0
-5370.666504,1074,194.4625092,0,1,0
-5370.666504,1073.707153,197.7071075,0,0.923882365,0.382676542
-5362.333496,1073.847412,188.8574066,0,0.960979998,-0.276617944
-5362.333496,1073.132324,187.4280853,0,0.669169545,-0.743109822
-5370.666504,1073.694824,188.3273163,0,0.960979998,-0.276617944
-5362.333496,1069.982788,183.7535858,0,0.783367813,-0.621558368
-5370.666504,1072.722412,187.05896,0,0.669169545,-0.743109822
-5362.333496,1066.161499,174.2181549,0,0.974799514,0.223082647
-5370.666504,1067.652954,180.817337,0,0.783367813,-0.621558368
-5362.333496,1071.225342,165.2615509,0,0.433781445,0.901018083
-5370.666504,1066.999634,170.5552521,0,0.974799514,0.223082647
-5362.333496,1081.387329,163.6307831,0,-0.433781445,0.901018083
-5370.666504,1074.612671,163.6307831,0,0.433781445,0.901018083
-5362.333496,1089.000244,170.5552521,0,-0.974799514,0.223082647
-5370.666504,1084.77478,165.2615509,0,-0.433781445,0.901018083
-5354,1086.454712,188.1903076,1,0,0
-5362.333496,1088.347046,180.8173218,0,-0.783367813,-0.621558368
-5354,1126.225586,59.29368973,1,0,0
-5370.666504,1089.838501,174.2181549,0,-0.974799514,0.223082647
-5354,1083.007935,191.202774,1,0,0
-5362.333496,1083.277588,187.05896,0,-0.669169545,-0.743109822
-5354,1083.855347,195.2703857,1,0,0
-5370.666504,1086.017212,183.7535858,0,-0.783367813,-0.621558368
-5354,1082.152588,191.3948975,1,0,0
-5362.333496,1082.305176,188.3273163,0,-0.960979998,-0.276617944
-5354,1082.445435,194.6395264,1,0,0
-5370.666504,1082.867676,187.4281006,0,-0.669169545,-0.743109822
-5362.333496,1082,194.4625092,0,-1,0
-5370.666504,1082,191.9250031,0,-1,0
-5370.666504,1082.152588,188.8574066,0,-0.960979998,-0.276617944
-5362.333496,1082.292847,197.7071075,0,-0.923882365,0.382676542
-5362.333496,1083.585815,199.4142303,0,-0.38267988,0.923881054
-5370.666504,1082.585815,198.4142303,0,-0.923882365,0.382676542
-5354,1163.666626,66.66666412,1,0,0
-5362.333496,1124.333374,200,0,0,1
-5370.666504,1084.292847,199.7071075,0,-0.38267988,0.923881054
-5354,1207.713989,66.66666412,1,0,0
-5362.333496,1205.357056,199.0236816,0,0.382683635,0.923879445
-5354,1205.357056,-65.69036102,1,0,0
-5370.666504,1163.666626,200,0,0,1
-5354,1212.023682,65.69036102,1,0,0
-5362.333496,1211.047363,194.7140503,0,0.92387861,0.382685632
-5354,1211.047363,-63.33333206,1,0,0
-5370.666504,1207.713989,198.0473785,0,0.382683635,0.923879445
-5362.333496,1213,63.33333206,0,1,0
-5370.666504,1212.023682,192.3570099,0,0.92387861,0.382685632
-5362.333496,1212.023682,-192.3570099,0,0.92387861,-0.382685632
-5370.666504,1213,-63.33333206,0,1,0
-5362.333496,1207.713989,-198.0473785,0,0.382683635,-0.923879445
-5370.666504,1211.047363,-194.7140503,0,0.92387861,-0.382685632
-5362.333496,1163.666626,-200,0,0,-1
-5370.666504,1205.357056,-199.0236816,0,0.382683635,-0.923879445
-5362.333496,1084.292847,-199.7071075,0,-0.38267988,-0.923881054
-5370.666504,1124.333374,-200,0,0,-1
-5354,1082.292847,-195.1696167,1,0,0
-5362.333496,1082.585815,-198.4142303,0,-0.923882365,-0.382676542
-5354,1082.445435,-192.102005,1,0,0
-5370.666504,1083.585815,-199.4142303,0,-0.38267988,-0.923881054
-5362.333496,1082,-191.9250031,0,-1,0
-5370.666504,1082,-194.4625092,0,-1,0
-5370.666504,1082.292847,-197.7071075,0,-0.923882365,-0.382676542
-5362.333496,1082.152588,-188.8574066,0,-0.960979998,0.276617944
-5370.666504,1082.305176,-188.3273163,0,-0.960979998,0.276617944
-5379,383.6666565,-58.33333206,-1,0,0
-5379,362.8739929,-187.6666718,-1,0,0
-5379,379.3333435,54,-1,0,0
-5379,358.5406494,-66.66666412,-1,0,0
-5379,396.6666565,-54,-1,0,0
-5379,392.3333435,58.33333206,-1,0,0
-5379,464.7744141,-180.2937012,-1,0,0
-5379,471,66.66666412,-1,0,0
-5379,539.1077271,67.62702179,-1,0,0
-5379,537.2155151,-58.33333206,-1,0,0
-5379,439.648407,-188.6270294,-1,0,0
-5379,362.8739929,187.6666718,-1,0,0
-5379,342.0812988,58.33333206,-1,0,0
-5379,466.6666565,187.6666718,-1,0,0
-5379,441.5406494,196,-1,0,0
-5379,1082.152588,-191.3948975,-1,0,0
-5379,1082.445435,-194.6395111,-1,0,0
-5379,1083.855347,-195.2703857,-1,0,0
-5379,1083.007935,-191.2028046,-1,0,0
-5379,1163.666626,-66.66666412,-1,0,0
-5379,1126.225586,-59.29368973,-1,0,0
-5379,1086.454712,-188.1903076,-1,0,0
-5379,1207.713989,-66.66666412,-1,0,0
-5379,1205.357056,65.69036102,-1,0,0
-5379,1212.023682,-65.69036102,-1,0,0
-5379,1211.047363,63.33333206,-1,0,0
-5379,1126.225586,192.6270294,-1,0,0
-5379,1128.117798,66.66666412,-1,0,0
-5379,1083.855347,195.2703857,-1,0,0
-5379,1086.454712,188.1903076,-1,0,0
-5379,1082.292847,195.1696167,-1,0,0
-5379,1082.445435,192.102005,-1,0,0
-5379,1083.007935,191.2028046,-1,0,0
-5379,1089.000244,59.29368973,-1,0,0
-5379,1089.838501,-55.63077927,-1,0,0
-5379,1081.387329,55.63077927,-1,0,0
-5379,1084.77478,-54,-1,0,0
-5379,1071.225342,54,-1,0,0
-5379,1074.612671,-55.63077927,-1,0,0
-5379,1066.161499,55.63077927,-1,0,0
-5379,1066.999634,-59.29368973,-1,0,0
-5379,1069.545288,188.1903076,-1,0,0
-5379,999,66.66666412,-1,0,0
-5379,927,-66.66666412,-1,0,0
-5379,995.2155151,-66.66666412,-1,0,0
-5379,1072.992065,191.202774,-1,0,0
-5379,1072.144653,195.2703857,-1,0,0
-5379,1073.847412,191.3948975,-1,0,0
-5379,1073.554565,194.6395264,-1,0,0
-5379,928.8922729,192.6270294,-1,0,0
-5379,930.7844849,66.66666412,-1,0,0
-5379,853.8554077,195.2703857,-1,0,0
-5379,856.4547729,188.1903076,-1,0,0
-5379,852.2929077,195.1696167,-1,0,0
-5379,852.4454956,192.102005,-1,0,0
-5379,853.0079956,191.2028046,-1,0,0
-5379,859.0002441,59.29368973,-1,0,0
-5379,859.838562,-55.63077927,-1,0,0
-5379,851.3873901,55.63077927,-1,0,0
-5379,854.7746582,-54,-1,0,0
-5379,841.2253418,54,-1,0,0
-5379,844.6126099,-55.63077927,-1,0,0
-5379,836.161438,55.63077927,-1,0,0
-5379,836.9997559,-59.29368973,-1,0,0
-5379,839.5452271,188.1903076,-1,0,0
-5379,769,66.66666412,-1,0,0
-5379,697,-66.66666412,-1,0,0
-5379,765.2155151,-66.66666412,-1,0,0
-5379,842.9920044,191.202774,-1,0,0
-5379,842.1445923,195.2703857,-1,0,0
-5379,843.8474121,191.3948975,-1,0,0
-5379,843.5545044,194.6395264,-1,0,0
-5379,698.8922729,192.6270294,-1,0,0
-5379,700.7844849,66.66666412,-1,0,0
-5379,623.8554077,195.2703857,-1,0,0
-5379,626.4547729,188.1903076,-1,0,0
-5379,622.2929077,195.1696167,-1,0,0
-5379,622.4454956,192.102005,-1,0,0
-5379,623.0079956,191.2028046,-1,0,0
-5379,629.0002441,59.29368973,-1,0,0
-5379,629.838501,-55.63077927,-1,0,0
-5379,621.3873291,55.63077927,-1,0,0
-5379,624.7746582,-54,-1,0,0
-5379,611.2253418,54,-1,0,0
-5379,614.6126709,-55.63077927,-1,0,0
-5379,606.161499,55.63077927,-1,0,0
-5379,606.9997559,-59.29368973,-1,0,0
-5379,609.5452271,188.1903076,-1,0,0
-5379,612.9920044,191.202774,-1,0,0
-5379,612.1445923,195.2703857,-1,0,0
-5379,613.8474121,191.3948975,-1,0,0
-5379,613.5545044,194.6395264,-1,0,0
-5379,323.3592834,66.66666412,-1,0,0
-5379,324.4906006,-66.22387695,-1,0,0
-5379,321.167572,66.22386932,-1,0,0
-5379,321.6977539,-65.13076019,-1,0,0
-5379,316.7588806,65.13076019,-1,0,0
-5379,318.6981201,-40.4901886,-1,0,0
-5379,308.0883789,40.49018478,-1,0,0
-5379,311.4539795,-32.63462067,-1,0,0
-5379,289.8351135,32.63461685,-1,0,0
-5379,297.2789307,-28.43617249,-1,0,0
-5379,246.1304474,73.43618011,-1,0,0
